Loan #,Loan Type,Notional,Rate,Term,Asset,Asset Value,Dep Rate
364,Auto Loan,12198.21349,0.156570783,61,Lamborghini,9870.682601,0.148
365,Auto Loan,19924.2663,0.130254879,61,Civic,17866.11056,0.086
366,Auto Loan,18798.46934,0.173517603,59,Lexus,15305.21792,0.088
367,Auto Loan,18143.29425,0.18972171,69,Lamborghini,14822.21041,0.127
368,Auto Loan,12728.95183,0.171376809,58,Civic,9410.186312,0.15
369,Auto Loan,20256.79893,0.190920517,54,Lexus,15381.22088,0.122
370,Auto Loan,19555.09075,0.168022643,61,Lamborghini,15167.06835,0.148
371,Auto Loan,15011.93812,0.172759513,69,Civic,11902.34762,0.098
372,Auto Loan,16617.94125,0.181338179,56,Lexus,14367.63416,0.141
373,Auto Loan,15122.45555,0.163153707,61,Lamborghini,11808.14501,0.128
374,Auto Loan,16119.42007,0.149696027,57,Civic,13961.76456,0.139
375,Auto Loan,7891.259644,0.143323626,71,Lexus,7983.012303,0.084
376,Auto Loan,12090.61121,0.148386608,50,Lamborghini,10016.40218,0.083
377,Auto Loan,23294.01963,0.177270137,61,Civic,19277.65492,0.134
378,Auto Loan,11639.25344,0.186565438,63,Lexus,9921.792793,0.094
379,Auto Loan,14192.10121,0.174389555,61,Lamborghini,12705.97882,0.097
380,Auto Loan,14635.58396,0.1646586,52,Civic,12749.05687,0.092
381,Auto Loan,14934.99467,0.136075044,70,Lexus,11274.22064,0.128
382,Auto Loan,27753.48053,0.155122399,62,Lamborghini,22093.82841,0.081
383,Auto Loan,14537.43321,0.18300217,70,Civic,12312.65111,0.119
384,Auto Loan,17923.51788,0.171208111,62,Lexus,15014.19681,0.099
385,Auto Loan,16803.61848,0.165780208,71,Lamborghini,15027.81911,0.141
386,Auto Loan,20122.468,0.166882883,50,Civic,17275.34548,0.085
387,Auto Loan,25059.29484,0.159588343,65,Lexus,20903.0352,0.129
388,Auto Loan,20658.78377,0.199922023,58,Lamborghini,17334.94981,0.121
389,Auto Loan,17860.1009,0.199922023,56,Civic,14191.12326,0.143
390,Auto Loan,20344.65935,0.166217811,68,Lexus,16615.51653,0.145
391,Auto Loan,12911.80221,0.148705604,65,Lamborghini,10441.80305,0.115
392,Auto Loan,19956.39283,0.171467789,61,Civic,17559.24783,0.113
393,Auto Loan,19380.27478,0.178658337,66,Lexus,15850.66829,0.138
394,Auto Loan,20878.90974,0.199922023,57,Lamborghini,16582.50587,0.137
395,Auto Loan,25390.8183,0.171803379,50,Civic,20569.29565,0.084
396,Auto Loan,12254.94944,0.178689082,50,Lexus,9000.017327,0.086
397,Auto Loan,19561.66133,0.150872659,67,Lamborghini,17153.92791,0.126
398,Auto Loan,18505.6905,0.164647532,57,Civic,16280.02681,0.093
399,Auto Loan,12826.84917,0.132744514,53,Lexus,11580.8933,0.084
400,Auto Loan,21259.18148,0.154390015,69,Lamborghini,17939.50163,0.106
401,Auto Loan,18829.93679,0.130254879,59,Civic,13714.95569,0.149
402,Auto Loan,15834.10602,0.177011341,53,Lexus,12565.34073,0.14
403,Auto Loan,16594.04178,0.140611522,53,Lamborghini,13594.58842,0.123
404,Auto Loan,17988.70346,0.165015014,62,Civic,15544.63459,0.149
405,Auto Loan,17918.71437,0.199922023,61,Lexus,14434.91271,0.139
406,Auto Loan,12226.44985,0.181789603,61,Lamborghini,10612.79004,0.13
407,Auto Loan,23105.51063,0.146825551,59,Civic,19881.25714,0.129
408,Auto Loan,16341.74628,0.189289317,67,Lexus,13249.08092,0.135
409,Auto Loan,25350.43587,0.151242798,61,Lamborghini,19775.80477,0.142
410,Auto Loan,17694.79268,0.178784695,71,Civic,15874.46196,0.09
411,Auto Loan,12835.29301,0.145790099,51,Lexus,9564.281451,0.112
412,Auto Loan,19464.64416,0.162392698,70,Lamborghini,15806.63357,0.13
413,Auto Loan,19497.35177,0.159966624,67,Civic,15408.77933,0.134
414,Auto Loan,30577.87547,0.168560654,53,Lexus,24465.45347,0.142
415,Auto Loan,8607.982071,0.142967882,67,Lamborghini,7084.889776,0.1
416,Auto Loan,29846.0827,0.176410142,70,Civic,24037.28741,0.121
417,Auto Loan,19320.46544,0.151295076,55,Lexus,16294.75637,0.143
418,Auto Loan,11240.25042,0.136875485,59,Lamborghini,9337.898067,0.111
419,Auto Loan,20967.56079,0.199922023,66,Civic,16432.99956,0.088
420,Auto Loan,19007.80149,0.16066462,55,Lexus,16193.96414,0.116
421,Auto Loan,18659.6328,0.161536524,66,Lamborghini,15616.85491,0.098
422,Auto Loan,16868.63197,0.178199104,59,Civic,15100.23159,0.113
423,Auto Loan,23034.20308,0.161808742,57,Lexus,18538.35136,0.122
424,Auto Loan,20981.69111,0.188497712,67,Lamborghini,17191.90141,0.101
425,Auto Loan,15010.56552,0.138116311,66,Civic,11715.27033,0.094
426,Auto Loan,17942.03678,0.152692097,67,Lexus,13605.0522,0.106
427,Auto Loan,20047.64505,0.192847405,59,Lamborghini,14934.54114,0.125
428,Auto Loan,16025.49561,0.14512224,54,Civic,14906.30149,0.091
429,Auto Loan,17915.4686,0.16948735,61,Lexus,14254.0633,0.13
430,Auto Loan,19611.49759,0.160996468,51,Lamborghini,16355.57916,0.114
431,Auto Loan,22748.63491,0.15220913,57,Civic,18319.16686,0.141
432,Auto Loan,11408.42277,0.143572263,54,Lexus,10716.52282,0.138
433,Auto Loan,19922.11323,0.173981061,60,Lamborghini,14324.5126,0.124
434,Auto Loan,18938.04903,0.186645093,64,Civic,14505.34498,0.088
435,Auto Loan,16297.8757,0.163498559,61,Lexus,13515.57877,0.122
436,Auto Loan,27115.72944,0.156454992,60,Lamborghini,21303.74749,0.126
437,Auto Loan,19411.26563,0.178694647,66,Civic,15201.91955,0.124
438,Auto Loan,22109.35591,0.176498916,61,Lexus,16624.61447,0.107
439,Auto Loan,24467.97951,0.170489534,63,Lamborghini,19619.87792,0.103
440,Auto Loan,27662.09921,0.157146019,61,Civic,22911.41635,0.109
441,Auto Loan,28194.66888,0.133833398,61,Lexus,24884.28035,0.127
442,Auto Loan,15519.56171,0.143908434,59,Lamborghini,12274.24439,0.107
443,Auto Loan,14655.76022,0.182212661,61,Civic,11432.54917,0.105
444,Auto Loan,24526.31565,0.161905812,55,Lexus,19742.26402,0.11
445,Auto Loan,20649.84217,0.199683558,62,Lamborghini,17413.27704,0.091
446,Auto Loan,23176.2914,0.188981183,71,Civic,18635.55203,0.112
447,Auto Loan,14803.00438,0.176646261,68,Lexus,12872.47029,0.13
448,Auto Loan,14656.71299,0.136405446,60,Lamborghini,10518.32441,0.129
449,Auto Loan,24897.29178,0.180572849,64,Civic,20534.82739,0.132
450,Auto Loan,14674.91892,0.142707316,61,Lexus,12396.83389,0.096
451,Auto Loan,21691.62802,0.155636298,60,Lamborghini,17225.50526,0.118
452,Auto Loan,22329.56753,0.13651338,55,Civic,19156.18891,0.137
453,Auto Loan,22650.64298,0.150027983,64,Lexus,18682.46194,0.107
454,Auto Loan,17501.28441,0.164755199,61,Lamborghini,13909.8914,0.14
455,Auto Loan,13149.82835,0.168717972,53,Civic,10209.42185,0.112
456,Auto Loan,20281.19724,0.131216784,68,Lexus,15572.31977,0.091
457,Auto Loan,14345.99571,0.169653966,55,Lamborghini,11709.42123,0.111
458,Auto Loan,17368.17573,0.14080181,50,Civic,13609.44768,0.084
459,Auto Loan,21594.62341,0.196808083,57,Lexus,18467.96982,0.118
460,Auto Loan,20178.38744,0.15933844,58,Lamborghini,15672.99173,0.096
461,Auto Loan,19164.95513,0.199922023,52,Civic,14477.11451,0.082
462,Auto Loan,17312.44408,0.147335373,59,Lexus,13344.89335,0.099
463,Auto Loan,17403.79841,0.190845227,50,Lamborghini,13531.4727,0.1
464,Auto Loan,27084.08124,0.162714226,55,Civic,21508.21754,0.13
465,Auto Loan,25138.38752,0.168927101,57,Lexus,19955.26275,0.124
466,Auto Loan,21566.47052,0.183263164,62,Lamborghini,17486.07787,0.086
467,Auto Loan,19201.18378,0.158215118,57,Civic,15313.37955,0.084
468,Auto Loan,19290.22425,0.130254879,52,Lexus,15124.58165,0.088
469,Auto Loan,19829.9068,0.141231633,68,Lamborghini,15377.67514,0.103
470,Auto Loan,21309.31585,0.199922023,54,Civic,17527.19777,0.096
471,Auto Loan,20048.28117,0.176598559,71,Lexus,18006.79355,0.119
472,Auto Loan,12895.69665,0.176052517,71,Lamborghini,10390.14487,0.111
473,Auto Loan,23737.87727,0.199342668,62,Civic,19216.849,0.11
474,Auto Loan,21197.45756,0.159482365,57,Lexus,17415.66046,0.087
475,Auto Loan,15759.59707,0.167181204,69,Lamborghini,12399.91419,0.092
476,Auto Loan,7056.55149,0.174000266,66,Civic,5985.357062,0.086
477,Auto Loan,23739.69732,0.174653974,64,Lexus,19311.18457,0.148
478,Auto Loan,19092.73874,0.163836415,71,Lamborghini,15502.54892,0.122
479,Auto Loan,16686.89364,0.14699467,70,Civic,13927.63533,0.148
480,Auto Loan,20724.51577,0.188810565,65,Lexus,17033.19092,0.08
481,Auto Loan,21868.24947,0.155238737,50,Lamborghini,17948.08769,0.135
482,Auto Loan,16637.76545,0.163255897,62,Civic,12812.97372,0.149
483,Auto Loan,16428.22736,0.184620671,50,Lexus,13452.10061,0.092
484,Auto Loan,20545.20127,0.14528034,55,Lamborghini,17716.8241,0.15
485,Auto Loan,16191.65678,0.157806013,63,Civic,15295.11427,0.144
486,Auto Loan,22767.86649,0.199922023,60,Lexus,18039.19914,0.133
487,Auto Loan,23670.94251,0.177364108,52,Lamborghini,20613.49663,0.09
488,Auto Loan,23503.99399,0.14391739,52,Civic,17956.14624,0.133
489,Auto Loan,19055.15223,0.188045424,56,Lexus,17013.16556,0.146
490,Auto Loan,20409.82046,0.17102427,53,Lamborghini,16489.0474,0.084
491,Auto Loan,20654.45325,0.16528074,64,Civic,17130.81036,0.106
492,Auto Loan,26986.46754,0.163071357,60,Lexus,24368.66561,0.138
493,Auto Loan,19614.92764,0.161294102,68,Lamborghini,16981.77372,0.094
494,Auto Loan,15231.46345,0.192168033,57,Civic,11817.05167,0.141
495,Auto Loan,22216.31984,0.147884475,65,Lexus,19160.84287,0.119
496,Auto Loan,18972.38179,0.15872629,60,Lamborghini,15548.60564,0.1
497,Auto Loan,16331.46343,0.188689853,59,Civic,13329.70379,0.141
498,Auto Loan,20185.88928,0.160989193,71,Lexus,16710.21035,0.113
499,Auto Loan,20940.22352,0.145278873,59,Lamborghini,17240.62094,0.087
500,Auto Loan,19727.34643,0.199922023,64,Civic,16575.41048,0.124
501,Auto Loan,19684.74519,0.149937451,62,Lexus,16040.77785,0.097
502,Auto Loan,28204.25302,0.131497738,51,Lamborghini,22828.16508,0.107
503,Auto Loan,21016.95674,0.191874756,62,Civic,17920.7324,0.118
504,Auto Loan,22213.92677,0.174279985,70,Lexus,17851.38332,0.135
505,Auto Loan,11212.48231,0.157967294,63,Lamborghini,9445.702418,0.118
506,Auto Loan,19982.89777,0.155998489,64,Civic,15549.46759,0.093
507,Auto Loan,27498.71931,0.177872839,64,Lexus,23755.59892,0.136
508,Auto Loan,24784.89897,0.172344611,62,Lamborghini,19633.1489,0.143
509,Auto Loan,18136.13456,0.196645718,68,Civic,16174.65381,0.09
510,Auto Loan,16671.1682,0.199922023,58,Lexus,12807.58771,0.129
511,Auto Loan,21855.83055,0.15735169,58,Lamborghini,16978.38613,0.142
512,Auto Loan,22558.16577,0.153573374,70,Civic,17443.47609,0.102
513,Auto Loan,19114.3518,0.133099794,63,Lexus,14386.61379,0.098
514,Auto Loan,12802.51809,0.197204378,68,Lamborghini,10586.27321,0.089
515,Auto Loan,23549.42783,0.165273629,54,Civic,19659.01591,0.112
516,Auto Loan,20668.12914,0.188772078,58,Lexus,18926.77598,0.085
517,Auto Loan,17923.54064,0.149120011,62,Lamborghini,15134.19652,0.136
518,Auto Loan,17213.71894,0.180984176,61,Civic,14656.07265,0.099
519,Auto Loan,15021.19285,0.135836562,55,Lexus,13344.12258,0.097
520,Auto Loan,15963.36811,0.169958814,68,Lamborghini,14921.37858,0.105
521,Auto Loan,16489.82436,0.16092283,63,Civic,12980.31107,0.102
522,Auto Loan,18818.51018,0.149854273,59,Lexus,14868.98981,0.13
523,Auto Loan,18364.55028,0.163452272,55,Lamborghini,15619.71893,0.15
524,Auto Loan,19072.72766,0.199722754,56,Civic,14488.75809,0.126
525,Auto Loan,22476.71517,0.181638181,56,Lexus,17595.77012,0.086
526,Auto Loan,16919.30648,0.188967003,63,Lamborghini,14151.15259,0.083
527,Auto Loan,21760.93873,0.164675359,62,Civic,18404.70303,0.08
528,Auto Loan,19114.24785,0.194060637,67,Lexus,17415.66163,0.126
529,Auto Loan,16964.82638,0.138042368,59,Lamborghini,12625.75377,0.119
530,Auto Loan,13091.36938,0.162654468,61,Civic,10787.80629,0.133
531,Auto Loan,15878.74273,0.130254879,56,Lexus,12878.1811,0.149
532,Auto Loan,16652.09333,0.153132388,58,Lamborghini,12592.26655,0.125
533,Auto Loan,22185.83604,0.159173782,55,Civic,18033.65759,0.084
534,Auto Loan,23322.93721,0.199922023,61,Lexus,18678.32833,0.133
535,Auto Loan,19662.91213,0.154063897,67,Lamborghini,15019.42546,0.091
536,Auto Loan,21013.27596,0.152906538,62,Civic,17767.57109,0.1
537,Auto Loan,28009.8039,0.177041522,71,Lexus,22190.3041,0.116
538,Auto Loan,9182.014715,0.172713607,63,Lamborghini,8317.271649,0.137
539,Auto Loan,26627.28291,0.150524014,58,Civic,21229.47615,0.129
540,Auto Loan,9239.619428,0.1884821,57,Lexus,9139.266794,0.12
541,Auto Loan,7853.764168,0.158956462,55,Lamborghini,5049.242781,0.115
542,Auto Loan,11250.12246,0.150116651,56,Civic,8199.207091,0.143
543,Auto Loan,10053.17233,0.158177202,61,Lexus,8402.256181,0.113
544,Auto Loan,14824.91306,0.178319731,56,Lamborghini,12494.52796,0.137
545,Auto Loan,18668.71251,0.130254879,57,Civic,15451.96393,0.095
546,Auto Loan,21646.32224,0.145342446,55,Lexus,19691.59468,0.121
547,Auto Loan,21731.7917,0.130254879,60,Lamborghini,17398.31334,0.084
548,Auto Loan,11715.7261,0.177756122,54,Civic,10516.00019,0.122
549,Auto Loan,12890.48694,0.173501407,61,Lexus,10938.39322,0.089
550,Auto Loan,17132.37644,0.156102767,70,Lamborghini,12886.18215,0.108
551,Auto Loan,15923.73532,0.16782139,57,Civic,13135.28377,0.094
552,Auto Loan,15358.47302,0.162374407,59,Lexus,14264.7127,0.096
553,Auto Loan,27657.29118,0.146495423,55,Lamborghini,22805.25787,0.146
554,Auto Loan,22336.94518,0.166106662,67,Civic,17450.18397,0.083
555,Auto Loan,16929.70764,0.169190695,59,Lexus,13395.56715,0.123
556,Auto Loan,24360.667,0.171559981,61,Lamborghini,21158.93229,0.096
557,Auto Loan,19649.78336,0.166703733,50,Civic,16124.39424,0.123
558,Auto Loan,22561.00252,0.144075421,56,Lexus,18380.14943,0.113
559,Auto Loan,20516.99283,0.154563317,57,Lamborghini,15559.78494,0.119
560,Auto Loan,20916.87054,0.148829686,56,Civic,16551.44179,0.15
561,Auto Loan,21729.36152,0.134747051,58,Lexus,18101.67152,0.106
562,Auto Loan,17228.65178,0.182522116,68,Lamborghini,12883.93407,0.133
563,Auto Loan,17820.04796,0.172529818,61,Civic,14000.50803,0.144
564,Auto Loan,19147.56951,0.184268575,61,Lexus,15615.80497,0.139
565,Auto Loan,18642.40763,0.142269376,59,Lamborghini,15017.26538,0.087
566,Auto Loan,24082.63992,0.159168398,51,Civic,19534.83153,0.086
567,Auto Loan,18829.53541,0.186491917,68,Lexus,16958.00346,0.093
568,Auto Loan,19438.42192,0.175634872,58,Lamborghini,15978.25903,0.106
569,Auto Loan,19939.49408,0.168982246,68,Civic,15900.85743,0.083
570,Auto Loan,19929.69757,0.167279723,57,Lexus,17193.31196,0.081
571,Auto Loan,21803.95109,0.181609087,55,Lamborghini,19469.45264,0.096
572,Auto Loan,27391.59132,0.14503437,55,Civic,21575.72883,0.084
573,Auto Loan,24294.86976,0.155027439,62,Lexus,20322.46056,0.11
574,Auto Loan,22798.52195,0.142342571,67,Lamborghini,18245.39346,0.087
575,Auto Loan,16490.64966,0.156416225,67,Civic,14066.93106,0.1
576,Auto Loan,14671.61386,0.171378045,68,Lexus,11711.94811,0.147
577,Auto Loan,17921.13682,0.154759911,57,Lamborghini,14517.33494,0.142
578,Auto Loan,17938.39774,0.130254879,67,Civic,13367.49832,0.146
579,Auto Loan,18041.46718,0.188830755,59,Lexus,14838.4347,0.088
580,Auto Loan,22737.37285,0.159336732,58,Lamborghini,18935.26949,0.109
581,Auto Loan,12928.33056,0.180997515,58,Civic,10691.57313,0.106
582,Auto Loan,23536.8587,0.137530176,60,Lexus,18982.17865,0.148
583,Auto Loan,13644.32572,0.179494575,66,Lamborghini,10072.50122,0.132
584,Auto Loan,15422.34148,0.162298829,67,Civic,11203.42589,0.134
585,Auto Loan,15840.84039,0.16323051,57,Lexus,12449.73969,0.108
586,Auto Loan,22857.89902,0.1651887,63,Lamborghini,19175.77719,0.107
587,Auto Loan,15267.19937,0.199922023,52,Civic,13907.94683,0.137
588,Auto Loan,13396.13049,0.159889204,61,Lexus,9828.093983,0.122
589,Auto Loan,13496.19234,0.170339726,55,Lamborghini,10081.83149,0.109
590,Auto Loan,28530.89173,0.199922023,68,Civic,23217.29158,0.111
591,Auto Loan,18918.40411,0.173373013,56,Lexus,15549.5002,0.122
592,Auto Loan,18907.71234,0.138637821,60,Lamborghini,16179.81691,0.097
593,Auto Loan,11639.01474,0.166339839,50,Civic,8013.210524,0.107
594,Auto Loan,16651.10594,0.145375938,64,Lexus,15195.5916,0.088
595,Auto Loan,24933.15114,0.130254879,54,Lamborghini,21839.09502,0.124
596,Auto Loan,15290.62327,0.184421315,64,Civic,12544.0335,0.111
597,Auto Loan,17596.31972,0.13419178,59,Lexus,14574.35933,0.084
598,Auto Loan,14523.27634,0.173088292,60,Lamborghini,11983.26845,0.106
599,Auto Loan,22737.13583,0.138442796,71,Civic,19661.73643,0.083
600,Auto Loan,19514.31239,0.183818601,62,Lexus,15947.82234,0.086
601,Fixed Mortgage,27628.5856,0.143386478,64,Primary Home,22419.85961,0.105
602,Fixed Mortgage,21071.34144,0.142864685,59,Vacation Home,18061.79498,0.15
603,Fixed Mortgage,20752.78599,0.158475232,58,Primary Home,16104.98726,0.13
604,Fixed Mortgage,15559.17925,0.142024087,58,Vacation Home,13331.23046,0.107
605,Fixed Mortgage,22761.96931,0.144286399,63,Primary Home,17561.15513,0.122
606,Fixed Mortgage,13005.52088,0.131761895,65,Vacation Home,10609.80737,0.099
607,Fixed Mortgage,12489.73516,0.179961529,61,Primary Home,9905.671851,0.111
608,Fixed Mortgage,16069.64542,0.199922023,58,Vacation Home,11769.85805,0.105
609,Fixed Mortgage,25921.05875,0.152664174,56,Primary Home,21395.77713,0.108
610,Fixed Mortgage,17305.07506,0.175657418,57,Vacation Home,15073.08786,0.092
611,Fixed Mortgage,23565.75918,0.152560895,50,Primary Home,20487.58534,0.086
612,Fixed Mortgage,24333.99736,0.155436407,57,Vacation Home,20369.49428,0.137
613,Fixed Mortgage,14250.89425,0.17234707,52,Primary Home,13295.44857,0.128
614,Fixed Mortgage,21380.30583,0.156119028,60,Vacation Home,17567.1426,0.144
615,Fixed Mortgage,18670.35583,0.168519313,64,Primary Home,15004.94319,0.098
616,Fixed Mortgage,26454.54763,0.169644202,58,Vacation Home,22418.62402,0.117
617,Fixed Mortgage,19711.14192,0.167081507,57,Primary Home,16403.88185,0.081
618,Fixed Mortgage,13784.208,0.131990474,70,Vacation Home,11120.65289,0.095
619,Fixed Mortgage,19971.74811,0.156083477,56,Primary Home,15468.36606,0.137
620,Fixed Mortgage,20125.35373,0.15380286,54,Vacation Home,17142.18669,0.095
621,Fixed Mortgage,16431.32614,0.143803176,64,Primary Home,15054.57387,0.103
622,Fixed Mortgage,8559.989448,0.162655724,55,Vacation Home,7538.414488,0.126
623,Fixed Mortgage,18782.69821,0.178959167,71,Primary Home,15276.88912,0.097
624,Fixed Mortgage,13088.57867,0.167427576,62,Vacation Home,10453.30767,0.087
625,Fixed Mortgage,19145.28809,0.170677976,61,Primary Home,15161.78839,0.131
626,Fixed Mortgage,26964.90621,0.172160816,57,Vacation Home,21755.17272,0.115
627,Fixed Mortgage,21403.49334,0.130254879,53,Primary Home,18531.24392,0.098
628,Fixed Mortgage,19012.15123,0.167447175,59,Vacation Home,15130.53828,0.137
629,Fixed Mortgage,16256.53452,0.192819388,57,Primary Home,13916.43546,0.141
630,Fixed Mortgage,20993.26535,0.14797631,69,Vacation Home,17178.549,0.134
631,Fixed Mortgage,11933.54996,0.192896985,55,Primary Home,10444.01152,0.102
632,Fixed Mortgage,18227.51356,0.172480825,71,Vacation Home,14146.1906,0.102
633,Fixed Mortgage,26549.53865,0.170652343,53,Primary Home,22619.50078,0.104
634,Fixed Mortgage,15913.95895,0.141386557,58,Vacation Home,12424.717,0.118
635,Fixed Mortgage,21226.43315,0.164339523,65,Primary Home,18563.42381,0.089
636,Fixed Mortgage,12463.91331,0.18098366,65,Vacation Home,10439.75643,0.147
637,Fixed Mortgage,11739.90578,0.167281462,64,Primary Home,9402.811415,0.14
638,Fixed Mortgage,18452.27686,0.147772142,65,Vacation Home,16500.29761,0.121
639,Fixed Mortgage,13550.53147,0.130254879,54,Primary Home,11758.78603,0.142
640,Fixed Mortgage,20191.33296,0.16458037,68,Vacation Home,16559.09657,0.137
641,Fixed Mortgage,16481.21158,0.178133023,59,Primary Home,13692.4564,0.126
642,Fixed Mortgage,10704.39564,0.170223967,66,Vacation Home,9238.971597,0.117
643,Fixed Mortgage,14939.28578,0.142999202,64,Primary Home,11892.99642,0.093
644,Fixed Mortgage,10209.50516,0.16280883,67,Vacation Home,8771.346065,0.126
645,Fixed Mortgage,31843.79539,0.144188713,56,Primary Home,27360.53455,0.084
646,Fixed Mortgage,17830.47399,0.187774721,71,Vacation Home,14916.49844,0.092
647,Fixed Mortgage,18439.81656,0.187251044,56,Primary Home,14134.79765,0.113
648,Fixed Mortgage,13635.14731,0.170472519,71,Vacation Home,11378.63681,0.143
649,Fixed Mortgage,21098.09598,0.164025107,55,Primary Home,18197.36811,0.085
650,Fixed Mortgage,15099.85157,0.165606032,64,Vacation Home,11795.73651,0.099
651,Fixed Mortgage,11657.21675,0.176695109,64,Primary Home,8662.208313,0.1
652,Fixed Mortgage,16712.02504,0.191023529,61,Vacation Home,14225.28826,0.139
653,Fixed Mortgage,21985.11922,0.130254879,62,Primary Home,16939.18297,0.114
654,Fixed Mortgage,16635.25533,0.167343822,58,Vacation Home,13535.14075,0.102
655,Fixed Mortgage,32849.63349,0.161753894,54,Primary Home,25236.78058,0.1
656,Fixed Mortgage,19950.29044,0.161034434,63,Vacation Home,17556.91356,0.124
657,Fixed Mortgage,15548.61127,0.138139101,65,Primary Home,13538.0675,0.123
658,Fixed Mortgage,12185.19117,0.171617791,60,Vacation Home,9501.981879,0.122
659,Fixed Mortgage,24008.7414,0.14752863,50,Primary Home,19421.3559,0.142
660,Fixed Mortgage,17019.82541,0.175030459,62,Vacation Home,13229.63167,0.112
661,Fixed Mortgage,15289.7484,0.176008677,54,Primary Home,11197.28595,0.086
662,Fixed Mortgage,17303.98322,0.177556682,60,Vacation Home,13125.99931,0.143
663,Fixed Mortgage,30862.23439,0.16038016,65,Primary Home,25477.90246,0.101
664,Fixed Mortgage,15807.28165,0.169276242,71,Vacation Home,11665.45166,0.095
665,Fixed Mortgage,21530.60536,0.146369125,52,Primary Home,18263.53455,0.136
666,Fixed Mortgage,29938.98941,0.161580693,57,Vacation Home,24498.43859,0.11
667,Fixed Mortgage,23729.91891,0.15185986,50,Primary Home,20003.50926,0.126
668,Fixed Mortgage,16891.36026,0.148652508,60,Vacation Home,12965.19729,0.083
669,Fixed Mortgage,10939.03241,0.183173532,60,Primary Home,10089.58139,0.091
670,Fixed Mortgage,20680.1093,0.152491003,55,Vacation Home,17671.47564,0.136
671,Fixed Mortgage,20208.15439,0.167474149,63,Primary Home,17291.08192,0.11
672,Fixed Mortgage,18491.50177,0.136562795,70,Vacation Home,14987.36606,0.106
673,Fixed Mortgage,20838.85805,0.179530029,71,Primary Home,15812.78008,0.118
674,Fixed Mortgage,16486.02037,0.155641985,57,Vacation Home,14714.33575,0.147
675,Fixed Mortgage,24747.57,0.170958111,66,Primary Home,19353.536,0.147
676,Fixed Mortgage,19413.56656,0.199922023,70,Vacation Home,15421.71124,0.15
677,Fixed Mortgage,11270.16554,0.160827966,71,Primary Home,10103.04803,0.106
678,Fixed Mortgage,21169.49837,0.154251893,50,Vacation Home,18849.46238,0.131
679,Fixed Mortgage,17321.4011,0.151636291,52,Primary Home,15281.72972,0.144
680,Fixed Mortgage,15716.85528,0.144492022,55,Vacation Home,13576.84018,0.094
681,Fixed Mortgage,21519.27266,0.137340874,50,Primary Home,17307.36225,0.092
682,Fixed Mortgage,20484.84143,0.157433319,67,Vacation Home,16809.79507,0.102
683,Fixed Mortgage,21191.05301,0.172804472,59,Primary Home,18046.34758,0.138
684,Fixed Mortgage,21334.80134,0.149094037,67,Vacation Home,16878.6759,0.134
685,Fixed Mortgage,8415.581911,0.166282848,57,Primary Home,6175.971447,0.136
686,Fixed Mortgage,21869.47643,0.170914002,63,Vacation Home,18827.44671,0.11
687,Fixed Mortgage,16152.1715,0.199922023,60,Primary Home,12755.69689,0.127
688,Fixed Mortgage,22930.02468,0.152448684,50,Vacation Home,18751.8261,0.101
689,Fixed Mortgage,22135.63292,0.131508275,60,Primary Home,18590.36841,0.133
690,Fixed Mortgage,17415.61543,0.188046342,61,Vacation Home,15029.31102,0.089
691,Fixed Mortgage,20129.40055,0.147228856,68,Primary Home,16257.19153,0.104
692,Fixed Mortgage,23608.42279,0.179124069,56,Vacation Home,20988.39293,0.092
693,Fixed Mortgage,24112.25249,0.180367537,61,Primary Home,20423.16281,0.106
694,Fixed Mortgage,19333.40247,0.153336809,56,Vacation Home,16350.58449,0.083
695,Fixed Mortgage,20075.33766,0.186329315,55,Primary Home,17111.02985,0.095
696,Fixed Mortgage,19184.34718,0.174333199,64,Vacation Home,16837.8492,0.144
697,Fixed Mortgage,11246.84433,0.141034788,52,Primary Home,10049.70322,0.103
698,Fixed Mortgage,13250.39002,0.188595508,63,Vacation Home,10713.71776,0.08
699,Fixed Mortgage,21239.23805,0.165395567,60,Primary Home,18426.42429,0.094
700,Fixed Mortgage,16455.77752,0.16687599,56,Vacation Home,13633.75239,0.137
701,Fixed Mortgage,19047.35874,0.169002665,54,Primary Home,14436.37441,0.084
702,Fixed Mortgage,12217.77518,0.158929135,68,Vacation Home,9248.381605,0.084
703,Fixed Mortgage,11191.67622,0.169225972,70,Primary Home,10229.20173,0.083
704,Fixed Mortgage,16493.87841,0.169808116,59,Vacation Home,13192.85618,0.086
705,Fixed Mortgage,11749.28515,0.156990578,58,Primary Home,9236.892858,0.088
706,Fixed Mortgage,15335.67201,0.156182669,71,Vacation Home,12612.66278,0.1
707,Fixed Mortgage,17808.01207,0.191612019,54,Primary Home,14218.55349,0.122
708,Fixed Mortgage,19323.04064,0.184985284,67,Vacation Home,16749.18844,0.08
709,Fixed Mortgage,19120.29705,0.171892246,54,Primary Home,14596.88218,0.145
710,Fixed Mortgage,22823.51301,0.169176189,71,Vacation Home,17850.21896,0.142
711,Fixed Mortgage,15271.37306,0.192220692,70,Primary Home,13027.05062,0.103
712,Fixed Mortgage,26276.54927,0.130254879,50,Vacation Home,20390.26735,0.135
713,Fixed Mortgage,11977.97202,0.153486865,53,Primary Home,9290.227747,0.143
714,Fixed Mortgage,24509.42909,0.177761068,57,Vacation Home,20789.48889,0.107
